"source_link","product_name","brand","model","year","category","location","machine_overview_specs","machine_overview_options","machine_overview_description"
"https://cncmachines.com/cnc-machine-brands","2022HAASMILL AUTO PARTS LOADER","HAAS","MILL AUTO PARTS LOADER","2022","Handling","USA","Dimensions:   
Weight:","","Pre-owned HAAS Auto Parts Loader 2022 [Handling](https://cncmachines.com/handling/l). This Handling has average cutting time and is equipped with a CNC control. This CNC Machine is currently located in USA. This HAAS Handling is available for a limited time. Get a quote today on this
Auto Parts Loader
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2022HAASVMT750","HAAS","VMT750","2022","Vertical Machining Center","USA","X Axis Travel: 25""  
Y Axis Travel: 13""  
Z Axis Travel: 31""  
Rapid Rate X Axis: 710 IPM  
Rapid Rate Y Axis: 710 IPM  
Rapid Rate Z Axis: 710 IPM  
Max Table Load: 3,500 LBS  
Spindle Motor: 30 HP  
Spindle Speed: 8,100 RPM  
Spindle Taper: HSK63  
Tool Changer: 50 ATC  
B AXIS TILT:  
Travels: 0 deg - 90 Deg  
Max Speed: 50 deg a sec  
Max Torque: 1854 ft lbf  
Brake Torque: 1200 ft lbf  
SPINDLE: Lathe Turning   
Chuck Size: 8""  
Spindle Nose: A2-6  
Max HP: 30HP  
Max Speed: 4,000 RPM  
Max Torque: 160 ft lbs  
Spindle Bore: 3.5""  
Bar Capacity: 2.5""   
Dimensions: 132"" x 90"" x 111""  
Weight: 21,500 LBS","Haas Next Gen CNC Control  
Probe  
Coolant Thru Spindle  
5 Axis  
Chip Auger  
Rotation and Scaling  
M19 Spindle Orient","Rare 2022 HAAS VMT750 5 Axis Mill Turn all in one CNC. This Haas VMT750 has only 56 cutting hours of cutting time and is equipped with a Haas Next Gen CNC Control. Haas Automation developed the VMT750 using VF5 base and ST15 lathe spindle. This machine is loaded up with a 50 Automatic Tool changer for the most selection in both turning and milling cutting holders.
Seller had a potential project coming up and wanted wanted to have this machine just in case they landed the job. Unfortunately the job never came in and they could use the floor space for another Horizontal machining center with pallet pool system.
Learn more about Haas VMT750 Mill Turn technology (Video) <https://youtu.be/Mo72jMG_tS4>"
"https://cncmachines.com/cnc-machine-brands","2022HAASTR310","HAAS","TR310","2022","Tooling and Workholding","Texas","PLATTER  
Platter Diameter: 12.2""  
Max Weight on Platter 500 lbs  
Part Swing Max 31""  
Number of Std T-Slots 6  
A AXIS  
Max Speed 50 sec  
Max Torque 300 ft-lbs  
Gear Ratio 72:1   
Timing 3:1   
Brake Torque @ 100 psi/6.9 bar  
B AXIS  
Max Speed 50 sec   
Max Torque 300 ft-lbs  
Runout Max 0.0010""  
Gear Ratio 72:1   
Timing 3:1   
Brake Torque @ 100 psi/6.9 bar  
Export Crate 70"" x 30"" x 34""  
Weight 2,105 lb","Like new  
Under Warranty","The Haas TR310 is a 5-axis trunnion system that is designed to provide maximum flexibility and accuracy for machining operations. The TR310 features a 12.2"" platter diameter with a maximum weight capacity of 500 lbs, and a maximum part swing of 31"". It also has 6 standard T-slots for easy tooling and workholding. The A and B axes both have a maximum speed of 50 seconds, a maximum torque of 300 ft-lbs, and a gear ratio of 72:1. The A and B axes also feature a 3:1 timing and a brake torque of 100 psi/6.9 bar.
The TR310 also features Haas trunnions, which are perfect for Haas VF5-12 size machines. The trunnions provide 5-axis machining capabilities, allowing for complex parts to be machined with greater accuracy and efficiency. The TR310 is an ideal workholding solution for any large machining operation."
"https://cncmachines.com/cnc-machine-brands","2022BURNTABLESBURNTABLES","BURNTABLES","BURNTABLES","2022","Plasma","Arizona","X Axis Travel: 48""  
Y Axis Travel: 48""  
Z Axis Travel: 4""  
Dimensions: 48"" x 48"" x 48""  
Weight: 750","Hypotherm SYNC Plasma Torch PM45XP 1/2” cut capacity, 200-240V 1ph  
Oxygen Acetylene Torch  
Tube Cutter & Engraver","Pre-owned BURNTABLES BURNTABLES 2022 [Plasma](https://cncmachines.com/plasma/l). This Plasma has average cutting time and is equipped with a CNC control. This CNC Machine is currently located in USA. This BURNTABLES Plasma is available for a limited time. Get a quote today on this
BURNTABLES
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2021BROTHERSPEEDIO M200X3","BROTHER","SPEEDIO M200X3","2021","Vertical Machining Center","USA","Excellent Condition Under 600 Operation Hours  
16,000RPM  
BT-30 Spindle Taper  
22 Station Automatic Tool Changer  
Automatic Pallet Changer  
Through Spindle Coolant  
Coolant Filtration  
Chip Wash Down  
31.5"" x 15.7"" Table / Pallet Size  
25.60"" X-Travel  
15.70"" Y-Travel  
12.00"" Z-Travel  
1969 IPM Rapid Traverse  
1181 IPM Cutting Feed Rate  
6.8 HP Spindle Motor  
9.8-21.8"" Spindle Nose to Table Top  
0.8 seconds Tool Change Time  
2 seconds Chip-to-Chip Time  
Brother CNC-C00 Control  
Color Monitor;  
USB Ethernet / LAN  
Manual Pulse Generator / Pendant  
Additional Control Options:12.1"" Color LCD Screen  
Extended I/O  
Spindle Override","","This 2021 BROTHER SPEEDIO M200X3 is a high-quality machine ready for use. With under 600 operation hours, it still holds its initial capabilities and features.
Among its specifications, this machine boasts a 16,000RPM with a BT-30 spindle taper. It includes a 22 station automatic tool changer and an automatic pallet changer. The machining process is supported by through spindle coolant and an efficient coolant filtration system, which are both critical during high-speed operations.
With a 31.5"" x 15.7"" table/pallet size, this unit ensures adequate space for various tasks. The X-Travel reaches 25.60"", Y-Travel 15.70"", and Z-Travel 12.00"", while the rapid traverse speed is 1969 IPM, and the cutting feed rate is up to 1181 IPM. These specifications make the machine adaptable to a wide range of machining requirements.
The robust 6.8 HP spindle motor, with a spindle nose that ranges from 9.8"" to 21.8"" to the table top, ensures stability during operation. Tool changes are swift, with a time of 0.8 seconds and a total chip-to-chip change time of 2 seconds.
Controlled by the Brother CNC-C00 system, this machine features a color monitor with USB and Ethernet/LAN connectivity, along with a Manual Pulse Generator/Pendant for easy operation. The interface is straightforward, featuring a 12.1"" Color LCD Screen with extended input/output options and spindle override capabilities.
Overall, the 2021 BROTHER SPEEDIO M200X3 remains an outstanding choice for anyone in need of a machine that combines speed, flexibility, and precision."
"https://cncmachines.com/cnc-machine-brands","2021AVIDBENCHTOP PRO 2436","AVID","BENCHTOP PRO 2436","2021","Router","USA","X Axis Travel: 36""  
Y Axis Travel: 24""  
Z Axis Travel: 4""  
Benchtop PRO 2436 2' x 3' CNC Machine  
Includes:  
- Saunders Machine Works grid plates  
Plug and Play NEMA 34 CNC Control System (with 5th drive option)  
8.7 HP Plug and Play Spindle / VFD System  
ER32 Collet  
Pepperl + Fuchs Proximity Sensor  
Auto Z and Corner Finding Touch Plate   
Avid CNC Rotary Axis Kit (not assembled)  
Note: Some collisions have occurred on one of the rails, but rail still functional.","Probe","Pre-owned AVID BENCHTOP PRO 2436 2021 [Router](/router/l). This Router has 0-500 cutting time and is equipped with a CNC control. This CNC Machine is currently located in USA. This AVID Router is available for a limited time. Get a quote today on this
BENCHTOP PRO 2436
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2021BROTHERSPEEDIO M200X3","BROTHER","SPEEDIO M200X3","2021","Vertical Machining Center","USA","X Axis Travel: 7.87""  
Y Axis Travel: 17.32""  
Z Axis Travel: 12""  
Spindle Motor: 20 HP  
Spindle Speed: 10,000 RPM  
Spindle Taper: 40  
Tool Changer: 22 ATC  
Rapid Rate X Axis: 1,968 IPM  
Rapid Rate Y Axis: 1,968 IPM  
Rapid Rate Z Axis: 2,204 IPM  
Max Table Load: 165 LBS  
Max turning spindle speed: 2,000 RPM  
Dimensions: 152"" x 52"" x 98""","","This BROTHER SPEEDIO M200X3 is a remarkable piece of machinery ideal for a range of manufacturing tasks. Known for its outstanding capabilities, this machine is designed to enhance productivity and streamline operations in any production environment.
Manufactured with precision and care, the M200X3 offers an impressive level of functionality. It is equipped with state-of-the-art technology that allows for versatile application and dependable performance. Whether you are engaged in small-scale production or handling larger projects, this machine is a valuable addition to your toolkit.
The BROTHER SPEEDIO M200X3 comes with a feature set tailored to meet the diverse needs of modern manufacturers. Its high-speed processing ensures that tasks are completed swiftly without compromising quality. The machine's robust build and user-friendly interface make it accessible to operators of varying skill levels.
Diligently cared for, this pre-owned unit has had regular maintenance checks, ensuring that it operates smoothly. Its condition reflects attentive use, with all components in good working order. The M200X3 is ready to be integrated into your workflow, providing consistent support and enhancing overall productivity.
Included with your purchase is the necessary documentation to assist with installation and operation. Our team is on hand to offer any additional guidance you may need, ensuring that your new equipment meets your expectations and requirements.
If you are looking for a machine that delivers performance and adaptability, the BROTHER SPEEDIO M200X3 stands out. This is your opportunity to invest in a tool that will support your production goals and add value to your manufacturing process."
"https://cncmachines.com/cnc-machine-brands","2021HAASUMC500SS","HAAS","UMC500SS","2021","Vertical Machining Center","USA","X Axis Travel: 24""  
Y Axis Travel: 16""  
Z Axis Travel: 16""  
Rapid Rate X Axis: 1,200 IPM  
Rapid Rate Y Axis: 1,200 IPM  
Rapid Rate Z Axis: 1,200 IPM  
Max Table Load: 500 LBS  
Spindle Motor: 30 HP  
Spindle Speed: 12,000 RPM  
Spindle Taper: 40  
Tool Changer: 30 ATC  
Table Size: 15.7"" x 15.7""  
Dimensions: 128"" x 101"" x 120""  
Weight: 11,900 LBS  
Number of Axis: 5  
B-Axis Movement: -35° / +120°  
C-Axis Movement: 360°  
Slots in Storage: 30  
Spindle Nose to Platter: 4-20in  
Tool to Tool: 1.8seconds  
Chip to Chip: 2.4seconds  
B Axis Travel: 120 to 35deg  
Platter Diameter: 15.7in  
T-Slot Width: 0.626 - 0.630in  
T-Slot Center Distance: 2.48in","Probe  
Chip Conveyor  
Coolant Thru Spindle  
Programmable Coolant  
5 Axis","This 2021 HAAS UMC500SS is a top-tier choice for those looking to enhance their machining capabilities with a range of advanced features. Built to accommodate complex tasks, this machine stands as an asset in any workshop.
Included in this package is a probe that facilitates precise measurements and setup, ensuring that each job meets its specifications right from the start. The chip conveyor efficiently manages debris and waste, keeping the work area cleaner and aiding in smoother operations.
The Coolant Thru Spindle option ensures that tools do not overheat, allowing for prolonged use without compromises. Alongside this, the programmable coolant option gives users control over coolant flow, which contributes to better machining conditions and a longer life for the tools.
Notably, the 5 Axis feature opens up a world of possibilities for intricate machining tasks, granting users the ability to approach projects with higher complexity, previously achievable only with more labor-intensive setups. This capability is complemented by HAAS's user-friendly control system, which ensures operations are streamlined and intuitive.
Overall, this 2021 HAAS UMC500SS with its added options brings advanced machining functions to your workspace, tailored to improve productivity and outcome quality. This machine represents a worthwhile investment for any operation, big or small, that seeks to advance their machining prowess and tackle ambitious projects with confidence."
"https://cncmachines.com/cnc-machine-brands","2021TORMACH15L SLANT PRO","TORMACH","15L SLANT PRO","2021","CNC Lathe","Florida","Bar Capacity: 1.53""  
Chuck Size: 6""  
Spindle Speed: 3,500 RPM  
Spindle Motor: 3 HP  
X Axis Travel: 10""  
Z Axis Travel: 12""  
Rapid Rate Z Axis: 60 IPM  
Rapid Rate X Axis: 60 IPM  
Max Turning Dia: 15""  
Max Swing: 15""  
Coolant Tank Size: 10 gallon  
Recommended Footprint: 72 in × 42 in.  
Weight: 1,800 LBS","","Pre-owned TORMACH 15L SLANT PRO 2021 [CNC Lathe](https://cncmachines.com/cnc-lathe/l). This CNC Lathe has average cutting time and is equipped with a CNC control. This CNC Machine is currently located in Florida. This TORMACH CNC Lathe is available for a limited time. Get a quote today on this
15L SLANT PRO
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2021OKUMAGENOS M460V 5AX","OKUMA","GENOS M460V 5AX","2021","Vertical Machining Center","USA","Rotary Table / Trunnion:: 5th Axis  
X-Travel:: 30.00""  
Y-Travel:: 18.11""  
Z-Travel:: 18.11""  
Rapid Traverse:: 1575/1575/1260 IPM  
Spindle Taper Type:: CAT#40  
Spindle Taper:: Big Plus  
Spindle Speed:: 15,000 RPM  
Spindle Motor:: 30 HP  
Tool Magazine Capacity:: 48  
Control Make/Model:: Okuma OSP-300MA-H CNC Control  
Additional Control Options:: Robot Loader Interface  
Machine Options:: Tool Presetter;Tool Parts Probe  
Additional Machine Specs:: Fanuc Robot Automation Cell AWR VBX-260  
MP Systems PF8 High Pressure Coolant System  
Microhinge Chip Conveyor  
Renishaw Inspection Plus  
Hydraulic Fixture Prep  
Glass Scales  
Super Nurbs  
Coolant Types:: High Pressure Coolant  
High Pressure Coolant PSI:: 1,000 PSI  
Chip Removal:: Chip Conveyor  
Probe Make/Model:: Renishaw Probe","Okuma OSP-300MA-H  
Probe  
Chip Conveyor  
Programmable Coolant  
4th Axis Rotary Table  
5 Axis","This 2021 OKUMA GENOS M460V 5AX is a powerhouse milling machine designed for precision and ease of use. With a rotary table featuring the 5th axis, it provides advanced multi-axis machining capabilities. This model boasts an X-Travel of 30.00 inches, a Y-Travel of 18.11 inches, and a Z-Travel of 18.11 inches, ensuring ample space for diverse projects.
The GENOS M460V 5AX operates with rapid traverse speeds of 1575/1575/1260 IPM, allowing for quick and efficient movement across all axes. The spindle features a CAT#40 taper type with a Big Plus spindle taper, reaching speeds of 15,000 RPM with a powerful 30 HP spindle motor.
This machine's tool magazine has a capacity of 48, reducing downtime by minimizing the need for frequent tool changes. It's equipped with the Okuma OSP-300MA-H CNC Control, providing intuitive operational management. Furthermore, it includes a robot loader interface, which enhances automation capabilities.
Additional options such as the tool presetter and tool parts probe offer advanced setup and probing capabilities. It's integrated with a Fanuc Robot Automation Cell AWR VBX-260, providing seamless automation solutions. The MP Systems PF8 high pressure coolant system with 1,000 PSI ensures effective cooling during high-speed operations.
Chip management is simplified with a microhinge chip conveyor, while the Renishaw Inspection Plus probe guarantees precise measurements. Hydraulic fixture prep and glass scales further enhance functionality, while Super Nurbs provides smooth surface finishes on complex geometries.
The implementation of the Renishaw probe ensures accurate workpiece setup and inspection. For chip removal, the chip conveyor offers efficiency, keeping the work area tidy and operational."
"https://cncmachines.com/cnc-machine-brands","2021DOOSANDNM5700","DOOSAN","DNM5700","2021","Vertical Machining Center","USA","2021 Low hours comes with samchully s170 rotary and a 5c pneumatic collet closer. Lns chip conv,tsc,30 tool atc. Location Baltimore MD. Under power excellent machine","4th Axis Rotary Table","This 2021 DOOSAN DNM5700 is an outstanding choice for anyone in need of a reliable CNC machine. It is equipped with a 4th Axis Rotary Table, which adds great flexibility to your machining tasks. This machine is designed to meet your needs with a focus on performance and versatility.
The DOOSAN DNM5700 has low operational hours, ensuring that it still has a long life ahead. It comes with a Samchully S170 rotary and a 5C pneumatic collet closer, which are valuable additions for enhancing your productivity. This machine also includes an LNS chip conveyor, which helps manage waste efficiently, along with a through-spindle coolant system (TSC), ensuring clean and precise operations.
A 30-tool automatic tool changer (ATC) is part of the package, offering a streamlined process for handling various tools and reducing downtime significantly. With these tools, your operations will become smoother and more efficient, allowing you to accomplish more in less time.
Located in Baltimore, MD, this machine is currently under power and ready for inspection. Its present condition makes it a great option for buyers looking for a high-quality CNC machine without any hidden surprises. Act now to seize this opportunity, and take a step towards enhancing your machining operations with the DOOSAN DNM5700."
"https://cncmachines.com/cnc-machine-brands","2021HURCOVM10UI","HURCO","VM10UI","2021","Vertical Machining Center","USA","X Axis Travel: 20.98""  
Y Axis Travel: 15.98""  
Z Axis Travel: 19.01""  
Spindle Motor: 14.75 HP  
Spindle Speed: 12,000 RPM  
Spindle Taper: SK40  
Tool Changer: 24 ATC  
A-Axis (°) Travel: 30/-110  
Faceplate- / Part Diameter max. :7.79 / 12.59 inches  
C-Axis (°) Travel: 360  
Spindle Nose – Table: 1.41 - 20.43 inches  
T-Slots (DIN 650): 6 x 10  
Dimensions: 128.5"" x 113.03"" x 106.85""  
Weight: 7,392 LBS  
Max Table Load: 330 LBS","Chip Conveyor  
5 Axis","This 2021 HURCO VM10UI is a five-axis machining center that is ready to meet your manufacturing needs. Designed for precision and versatility, this machine is well-suited for a wide range of applications.
Equipped with several key features, it includes a PowerGrip Press that ensures secure tool holding, enhancing tool life and performance. The tooling setup simplifies the process of switching between different machining operations, making it easy to adapt to various project requirements.
The Coolant Tank supports the machining operation by keeping the cutting temperature down, which helps in achieving smooth finishes on machined parts. Additionally, the Spindle Chiller operates to keep the spindle at optimal temperatures, further contributing to the longevity and accuracy of the machine operations.
For handling machine debris, the Chip Conveyor is an integral part of this machine's design. It efficiently manages and removes chips from the work area, keeping the workspace clean and ready for uninterrupted production.
This machine presents an opportunity for shops looking to enhance their machining capabilities. The 2021 HURCO VM10UI offers advanced features that support various machining tasks while ensuring quality and precision in outputs."
"https://cncmachines.com/cnc-machine-brands","2021TORMACH1100MX","TORMACH","1100MX","2021","Vertical Machining Center","California","X Axis Travel: 18""  
Y Axis Travel: 11""  
Z Axis Travel: 16""  
Rapid Rate X Axis: 300 IPM  
Rapid Rate Y Axis: 300 IPM  
Rapid Rate Z Axis: 300 IPM  
Spindle Motor: 2 HP  
Spindle Speed: 10,000 RPM  
Spindle Taper: 30","Peirson Pallet  
 Kurt Vise  
Flood Coolant System  
Automatic Oiler  
Operator Console  
Tool Changer  
Collets/ Tool Holding Set","This 2021 TORMACH 1100MX Vertical Machining Center is ready to become a valuable part of your workspace. Designed for precision and performance, this machinery offers a complete package for your machining needs.
Included with the machine is a Peirson Pallet, a handy addition for easy material handling and setup. The Kurt Vise offers dependable workpiece stability, helping you tackle various tasks with ease. A Flood Coolant System is installed, providing essential cooling for prolonged operations. This feature helps in managing heat, ensuring smooth cuts.
For lubrication, an Automatic Oiler is part of the setup. This system helps keep all necessary components running smoothly by providing consistent oil flow. The Operator Console is intuitive, allowing every user to navigate the machine settings and operations efficiently.
Additionally, this machine is equipped with a Tool Changer, facilitating quick swaps to ensure you’re working with the right tools at the right time. Included is a comprehensive set of Collets and Tool Holding Set, giving you the flexibility to work with a variety of tools and materials.
This 2021 TORMACH 1100MX Vertical Machining Center is an all-inclusive solution for those in need of a versatile and functional machine to enhance their production capabilities. Suitable for an array of machining jobs, this package offers convenience, adaptability, and straightforward use."
"https://cncmachines.com/cnc-machine-brands","2021HAASUMC750","HAAS","UMC750","2021","Vertical Machining Center","Ohio","X Axis Travel: 30""  
Y Axis Travel: 20""  
Z Axis Travel: 20""  
Rapid Rate X Axis: 1,200 IPM  
Rapid Rate Y Axis: 1,200 IPM  
Rapid Rate Z Axis: 1,200 IPM  
Max Table Load: 660 LBS  
Spindle Motor: 30 HP  
Spindle Speed: 15,000 RPM  
Spindle Taper: 40  
Tool Changer: 40 ATC  
Spindle Nose to Platter 24""  
Spindle Nose to Platter 4""  
Max Torque 90 ft-lbf   
Max Cutting 650 ipm  
Max Thrust X 2750 lbf  
Max Thrust Y 2750 lbf  
Max Thrust Z 3400 lbf  
B AXIS TILT  
Travel 120 ° to 35- °   
Max Speed 50 ° sec   
Max Torque 2240 ft-lbf  
Brake Torque 2000 ft-lbf  
C AXIS ROTATION  
Travel 360 °  
Max Speed 50 ° sec  
Max Torque 1854 ft-lbf  
Max Part Swing 27""  
Brake Torque 900 ft-lbf  
TOOL CHANGER   
Capacity 30+1   
Max Tool Diameter 2.5""  
Max Tool Diameter 5""  
Max Tool Length 12""  
Max Tool Weight 12 lb  
Tool-to-Tool 2.8 s   
Chip-to-Chip ) 3.6 s  
Weight: 14,500 LBS","Probe  
Chip Conveyor  
Coolant Thru Spindle  
Programmable Coolant  
4th Axis Rotary Table  
5 Axis  
15,000 RPM Spindle  
1,000 PSI Thru Spindle Coolant  
Belt-type chip conveyor  
WIPS & Tool Presetter (Spindle probe not included)  
High Speed Machining  
Wifi camera  
Through tool air blast  
32 BG expanded memory  
Coolant maintenance package","Pre-owned HAAS UMC750 2021 [Vertical Machining Center](https://cncmachines.com/vertical-machining-center/l). This Vertical Machining Center has average cutting time and is equipped with a CNC control. This CNC Machine is currently located in Ohio. This HAAS Vertical Machining Center is available for a limited time. Get a quote today on this
UMC750
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2021HAASVF2SS","HAAS","VF2SS","2021","Vertical Machining Center","Ohio","X Axis Travel: 30""  
Y Axis Travel: 16""  
Z Axis Travel: 20""  
Spindle Motor: 30 HP  
Spindle Speed: 12,000 RPM  
Spindle Taper: 40  
Tool Changer: 24 ATC  
Rapid Rate X Axis: 1,400 IPM  
Rapid Rate Y Axis: 1,400 IPM  
Rapid Rate Z Axis: 1,400 IPM  
Spindle Nose to Table: 4"" - 24""  
Max Cutting: 833 ipm  
Max Weight: 1500 lb  
Max Thrust X: 1995 lbf   
Max Thrust Y: 1995 lbf   
Max Thrust Z: 3085 lbf  
Table Size: 36"" x 14""  
Weight: 8,300 LBS  
Max Table Load: 1,500 LBS","Haas Next Gen CNC Control  
Probe  
High Speed Machining  
WIPS & Tool setter (Spindle probe not included)  
Chip Auger","Pre-owned HAAS VF2SS 2021 [Vertical Machining Center](https://cncmachines.com/vertical-machining-center/l). This Vertical Machining Center has average cutting time and is equipped with a Haas Next Gen CNC Control control. This CNC Machine is currently located in Ohio. This HAAS Vertical Machining Center is available for a limited time. Get a quote today on this
VF2SS
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2021HAASVF4SS","HAAS","VF4SS","2021","Vertical Machining Center","Ohio","X Axis Travel: 50""  
Y Axis Travel: 20""  
Z Axis Travel: 25""  
Rapid Rate X Axis: 1,400 IPM  
Rapid Rate Y Axis: 1,400 IPM  
Rapid Rate Z Axis: 1,400 IPM  
Max Table Load: 1,750 LBS  
Spindle Motor: 30 HP  
Spindle Speed: 15,000 RPM  
Spindle Taper: 40  
Tool Changer: 30+1 SMTC  
Spindle Nose to Table: 4.2"" - 29.2""  
Max Torque 90 ft-lbf @ 2000 rpm  
Max Weight on Table (evenly distributed) 1750 lb  
Table Size: 52"" x 18""  
Weight: 13,500 LBS","Haas Next Gen CNC Control  
Probe  
Coolant Thru Spindle  
Programmable Coolant  
15,000 RPM Spindle  
Pre Wired for 4th Axis  
WIPS & Tool Setter (No spindle probe)  
High Pressure TSC  
Chip Auger  
inline direct-drive spindle","Pre-owned HAAS VF4SS 2021 [Vertical Machining Center](https://cncmachines.com/vertical-machining-center/l). This Vertical Machining Center has average cutting time and is equipped with a Haas Next Gen CNC Control control. This CNC Machine is currently located in Ohio. This HAAS Vertical Machining Center is available for a limited time. Get a quote today on this
VF4SS
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2021HAASST35Y","HAAS","ST35Y","2021","CNC Lathe","Pennsylvania","Bar Capacity: 4""  
Chuck Size: 12""  
Spindle Speed: 3,200 RPM  
Spindle Motor: 40 HP  
X Axis Travel: 12.5""  
Z Axis Travel: 23""  
Y Axis Travel: +2, -2""  
Live Tooling: 6,000 RPM  
Rapid Rate Z Axis: 945 IPM  
Turret Tools: 12 Station  
Rapid Rate X Axis: 472 IPM  
Max Turning Dia: 13.75""  
Max Turning Length: 23""  
Max Swing: 31.75""  
Max Thrust X 4100 lbf  
Max Thrust Y 2300 lbf  
Max Thrust Z 5100 lbf  
Max Torque 425.0 ft-lbf  
Spindle Nose A2-8  
Dimensions: 171"" x 90"" x 98""  
Weight: 14,300 LBS","Chip Conveyor  
Tool Presetter  
Tailstock  
Parts Catcher  
Live Tooling  
Y Axis  
Alignment Report Available March 2025  
6,000 RPM Upgrade For Live Tooling  
High Pressure Coolant 300 PSI  
Coolant Sanitizer  
Coolant Tank Oil Skimmer","This 2021 HAAS ST35Y CNC Lathe is a robust solution designed to meet your machining needs. It offers a versatile range of features suitable for complex tasks. This machine comes equipped with a Chip Conveyor, Tool Presetter, Tailstock, and Parts Catcher. With Live Tooling and a Y Axis, it allows for more advanced operations and increased productivity.
A notable upgrade to this machine is the new spindle installed in April 2025. This enhancement ensures smooth and accurate performance. The alignment report is available for review, showcasing its maintained condition.
The machine has been gently used, with very low hours noted in the attached documentation. The lathe's robust construction and comprehensive features make it a standout choice. It provides a reliable solution for diverse machining projects."
"https://cncmachines.com/cnc-machine-brands","2021AGIE CHARMILLESDRILL 20","AGIE CHARMILLES","DRILL 20","2021","EDM","California","X Axis Travel: 11.811""  
Y Axis Travel: 7.874""  
Z Axis Travel: 11.811""  
Work table size: 15.7"" x 11.8""  
Travel path of the electrode guide: 3.9""  
Heavy duty generator: 30 Amp  
Dielectric volume: 4.2 gallons  
Display TFT Touch screen: 12.1”  
Pump operating pressure: 70 bar  
Dimensions: 52.953"" x 35.827"" x 76.378""  
Weight: 1,918 LBS","AGI  
Type: CNC Wire","Pre-owned AGIE CHARMILLES DRILL 20 2021 [EDM](https://cncmachines.com/edm/l). This EDM has average cutting time and is equipped with a AGI control. This CNC Machine is currently located in California. This AGIE CHARMILLES EDM is available for a limited time. Get a quote today on this
DRILL 20
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2021HYUNDAI WIALV800R","HYUNDAI WIA","LV800R","2021","CNC Lathe","California","Chuck Size: 24""  
Spindle Speed: 2,000 RPM  
Spindle Motor: 50 HP  
Turret Tools: 12 Station  
Max Turning Dia: 31.5""  
Max Swing: 35""","Fanuc 32i Series  
Chip Conveyor","Pre-owned HYUNDAI WIA LV800R 2021 [CNC Lathe](https://cncmachines.com/cnc-lathe/l). This CNC Lathe has average cutting time and is equipped with a Fanuc 32i Series control. This CNC Machine is currently located in California. This HYUNDAI WIA CNC Lathe is available for a limited time. Get a quote today on this
LV800R
before it's gone."
"https://cncmachines.com/cnc-machine-brands","2021HAASUMC500SS","HAAS","UMC500SS","2021","Vertical Machining Center","USA","X Axis Travel: 24""  
Y Axis Travel: 16""  
Z Axis Travel: 16""  
Rapid Rate X Axis: 1,200 IPM  
Rapid Rate Y Axis: 1,200 IPM  
Rapid Rate Z Axis: 1,200 IPM  
Max Table Load: 500 LBS  
Spindle Motor: 30 HP  
Spindle Speed: 12,000 RPM  
Spindle Taper: 40  
Tool Changer: 30 ATC  
Table Size: 15.7"" x 15.7""  
Dimensions: 128"" x 101"" x 120""  
Weight: 11,900 LBS","Haas Next Gen CNC Control  
Probe  
Chip Conveyor  
Coolant Thru Spindle  
Programmable Coolant  
5 Axis  
50 Station Tool Changer  
Chip Strainer  
Mist Away Mist Extractor","This 2021 HAAS UMC500SS is a great choice for those in need of a dependable and capable machining center. It comes with the Chip Conveyor and Programmable Coolant options, providing valuable features for managing chips and coolant application during operations.
With impressive specifications, this machine delivers versatility and precision. It offers an X-Axis Travel of 24 inches, a Y-Axis Travel of 16 inches, and a Z-Axis Travel of 16 inches. The table measures 15.7 inches in size, with a max load capacity of 500 pounds.
The Spindle Motor has 30 Horsepower and reaches speeds up to 12,000 RPM with a BT-40 Spindle Taper. The 50 + 1 Automatic Tool Changer enables quick tool swaps to facilitate smooth operations. It operates on 220 volts, 3-phase power, drawing 70 amps.
Additionally, this machine is equipped with 300 PSI Thru Spindle Coolant and a Belt Chip Conveyor. It includes a Programmable Coolant Nozzle and Chip Strainer, along with a Mist Away Mist Extractor for efficient chip and coolant management.
This HAAS UMC500SS is ready to meet diverse machining needs with robust specifications and features designed to support various manufacturing tasks."
