"source_link","country","company_name","location","company_information","telephone","fax","email","website","company_profile","capabilities_description","post_casting"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","* Kobelt Manufacturing Company Limited","Surrey, BC","Company:Kobelt Manufacturing Company Limited
Address:8238 129th St  
Surrey, BC V3W 0A6  
CANADA","(604) 572-3935","(604) 590-8313","sales@kobelt.com","kobelt.com","Number of Employees:50-100
Sales Volume:$10 - $20 Million
Type of Operation:Captive
Certification:ISO 9001
Low Volume:True","Description:Die making, high pressure bronze die casting machining (manual, CNC), milling, turning, electronics and mechanical assembly engineering and design.","Machining:Boring,Burnishing,CNC,Drilling,Reaming,Sanding,Tapping,Turning,Broaching,Lapping,Other
Finishing:Assembly,Impregnation"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","Machine O Matic Limited","Newmarket, ON","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","* Meridian Lightweight Technologies Inc. (High Street)","Strathroy, ON","Company:Meridian Lightweight Technologies Inc. (High Street)
Address:155 High Street  
Strathroy, ON N7G 1H4  
CANADA","(519) 245-4040","(519) 245-4620","bwagar@meridian-mag.com","www.meridian-mag.com/","Number of Employees:101-500
Sales Volume:Over $40 Million
Type of Operation:Custom
Certification:ISO/TS 16949
Low Volume:False","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","* Meridian Lightweight Technologies (Wright Street)","Strathroy, ON","Company:Meridian Lightweight Technologies (Wright Street)
Address:800 Wright St  
Strathroy, ON N7G 4H7  
CANADA","(519) 246-9620","(519) 245-1113","dbiggs@meridian-mag.com","www.meridian-mag.com","Number of Employees:101-500
Sales Volume:Over $40 Million
Type of Operation:Custom
Certification:ISO/TS 16949
Low Volume:False","Description:Die Casting - experienced, saving
Engineering - CAD/FEA, corrosion, etc.",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","Monarch Fabricating & Die Casters Limited","Toronto, ON","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","Orlick Industries Limited - Casting & Machining Operations (Teal Ave)","Stoney Creek, ON","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","Orlick Industries Limited - Casting & Machining Operations (Seaman Street)","Stoney Creek, ON","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","PentaCast Inc","Strathroy, ON","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","Plombco Incorporated","Valleyfield, QC","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","Ramsden Industries Limited","London, ON","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","Ro-Ma Inc.","Shawinigan Sud, QC","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","Roto Fasco Canada, Inc.","Mississauga, ON","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","Shaver-Kudell Manufacturing Inc.","Summerstown, ON","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","* Simalex Manufacturing Company Limited","Langley, BC","Company:Simalex Manufacturing Company Limited
Address:19622 Telegraph Trail  
Langley, BC V1M 3E5  
CANADA","(800) 268-3070","(604) 888-4387","sales@simalex.com","www.simalex.com/","Number of Employees:Under 50
Sales Volume:Under $10 Million
Type of Operation:Custom
Certification:ISO 9001,ISO 9001:2008
Low Volume:True","Description:Custom pressure die castings in aluminum, zinc, & magnesium with in-house mold shop & cad/cam to enhance
your tool and product design. Complete CNC machining sevices, chromating, anodizing, & powder coating.","Machining:Boring,CNC,Drilling,Reaming,Sanding,Tapping,Turning
Finishing:Anodizing,Chromating,Deburring,Painting,Plating,Powder Coating,Shot blasting,Vibratory"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","SYCA Metallurgy","St Dominique, QC","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Canada","Welco Expediting Ltd","Hamilton, ON","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","5 D Industria","Guadalajara Jalisco 45120,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Acuity Brands Lighting, Inc.","Guadalupe, Nuevo Leon,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","* Ahresty Mexicana, S.A. De C.V.","Guadalupe, Zacatecas","Company:Ahresty Mexicana, S.A. De C.V.
Address:Industria Automotriz 20  
Complejo De Naves Industriales  
Guadalupe, Zacatecas 98600  
MEXICO","524924914069","","fabian.esparza.s@ahresty.com","www.ahresty.com/","Number of Employees:Over 500
Type of Operation:Custom
Certification:IATF 16949,ISO 14001
Low Volume:False","","Machining:Boring,CNC
Finishing:Assembly,Deburring,Heat Treating,Impregnation,Pressure Testing,Shot blasting,X-ray Inspection"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Alcrom","Naucalpan De Juárez,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Alumcast S.A. De C.V.","Gomez Palacio, Durango","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Alupress Sa De Cv","Ecatepec, Edo.,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Anderton Castings De Monterrey","Apodaca NL 66645,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Arbomex Celaya","Celaya, Guanajuato","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","* Asco LP, a Division of Emerson","Mexicali, BAJA CALIFORNIA 21190,","Company:Asco LP, a Division of Emerson
Address:Paseo Del Progreso #27  
Mexicali, BAJA CALIFORNIA 21190   
MEXICO","(800) 524-1023","","info-valve@asco.com","emerson.com/en-us/automation/asco","Number of Employees:Over 500
Sales Volume:Over $40 Million
Type of Operation:Captive
Certification:ISO 14001,ISO 9001
Low Volume:False","","Machining:Boring,Broaching,Burnishing,Drilling,Lapping,Reaming,Sanding,Tapping,Turning
Finishing:Deburring,Impregnation,Shot blasting"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Auma Saltillo - Bocar Group","Saltillo, Coahuila, C.P. 25083,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Autoliv Matamoros (AMM)","Serafina,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Autoliv State of Mexico (AMX)","52004 Lerma De Villada,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Grupo Bocar","Lerma, Campeche","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","* Centracore De Mexico","El Marqués, Queretaro 76248, CP","Company:Centracore De Mexico
Address:Av. Finsa #6, Parque Industrial Finsa  
Querétaro II, Localidad El Paraíso  
El Marqués, Queretaro 76248, CP   
MEXICO","(586) 776-5500","","sales@centracore.com","www.centracore.com","Number of Employees:101-500
Sales Volume:$10 - $20 Million
Type of Operation:Custom
Certification:IATF 16949,ISO 14001
Low Volume:False","Description:Aluminum high pressure die casting + machining and assembly. Cast weights up to 6 kg.
Includes production machining and assembly of castings, forgings and extrusions in aluminum, iron and steel.","Machining:Boring,Broaching,Burnishing,CNC,Drilling,Lapping,Laser or Dot Peen Traceability,Reaming,Sanding,Tapping,Turning
Finishing:Anodizing,Assembly,Buffing,Deburring,Impregnation,Painting,Plating,Polishing,Powder Coating,Pressure Testing,Shot blasting,Silk screening,Vibratory,X-ray Inspection"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Compania Industrial Quezada SA De CV","02000, Mexico D.F.,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Cuprum SA De CV","Nuevo Leon,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","DENSO Mexico SA De CV","Ciudad Apodaca, Nuev León, CP 66603,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","DISA México","Guadalajara, Jalisco, 44900,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","* Dynacast Mexico","Obispo Cuautitlan Izcalli 54763,","Company:Dynacast Mexico
Address:Parque Industrial San Martin Obispo Av.  
Tejocotes Iote 77A Interior 2A SanMartin  
Obispo Cuautitlan Izcalli 54763   
MEXICO","[52] 55 5899 9690","[52] 55 5870 1522","mexico@dynacast.com","www.dynacast.com/","Number of Employees:101-500
Sales Volume:$10 - $20 Million
Type of Operation:Custom
Certification:ISO/TS 16949
Low Volume:False","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","* FabCast Solutions SRL De CV","San Luis Potosí, 79526,","Company:FabCast Solutions SRL De CV
Address:Avenida Frankfurt No. 208  
Parque Industrial Logistik II Villa Reye  
San Luis Potosí, 79526   
MEXICO","+524442048127","","jonathan@fabcasting.com","http://www.fabcasting.com/","Low Volume:False","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Fadicast","Zapopan, Jal.,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","FAIST Light Metals","Guanajuato, CP","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Franklin Electric - Motores Electricos Submergibles De Mexico","Linares, Nuevo Leon","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Fujikura Automotive Mexico","Coah. C.P, Nuevo Leon","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Fundicion Inyectada Del Centro Sa De CV","Aguascalientes Ags,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","HBA Cast Products","Queretaro, Qro. 76220,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Hitachi Astemo Mexico, S.A. De C.V. Lerma Plant","Toluca Lerma,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","* Honda De Mexico - Celaya Engine Plant","Celaya GTO, CP","Company:Honda De Mexico - Celaya Engine Plant
Address:Carretera Libramiento Sur KM6  
Col.LA LUZ  
Celaya GTO, CP 38140  
MEXICO","","","juan_j_rodriguez@hdm.honda.com","www.hondapowerequipment.com","Low Volume:False","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","* Honda De Mexico - Celaya Transmission Plant","Celaya GTO, CP","Company:Honda De Mexico - Celaya Transmission Plant
Address:Carretera Libramiento Sur KM6  
Col.LA LUZ  
Celaya GTO, CP 38140  
MEXICO","","","julio_valadez@hdm.honda.com","www.hondapowerequipment.com","Low Volume:False","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Hubbell- Killark Die Cast Operation","Cd Jarez, Chihuahua","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","* Hyundai Wia Mexico S De R L De CV","Pesquería, Nuevo Leon","Company:Hyundai Wia Mexico S De R L De CV
Address:Carretera Pesqueria Los Ramones Kms12-15  
Interior 18  
Pesquería, Nuevo Leon 66679  
MEXICO","52 81 16 46 5511","","luisjair.landeros@hyundaiwia.mx","en.hyundai-wia.com/main/main.asp","Low Volume:False","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Indux Sa De CV","Colonia Bellavista Tacubaya, DF","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Joyson Safety Autoparts Mexico De R.L. De C.V.","Apodaca Nuevo Leon CP,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Joyson Safety Systems Mexico S. De R.L. De C.V.","Valle Hermoso, Tamaulipas","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","KHA Die Casting","Puebla,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Marchesi Light Alloy","Acatlan De Juarez Jalisco 45713,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Martinrea Honsel Mexico S.A. De C.V","Santa Rosa Jáuregui, Queretaro","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","* Meridian Technologies Mexico","Ramos Arizpe, Coah.,","Company:Meridian Technologies Mexico
Address:Boulevard Santa Maria 1955  
Parque Industrial Santa Maria  
Ramos Arizpe, Coah. 25900  
MEXICO","+52 844 866 9900","+52 844 866 9918","frodriguez@meridian-mag.com","www.meridian-mag.com/","Number of Employees:101-500
Sales Volume:$20 - $30 Million
Type of Operation:Captive
Certification:ISO/TS 16949
Low Volume:False","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Monterrey Fence SA de CV","Monterrey,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","MTD - Nogales Sonora Mexico","Nogales Sonora,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Corporativo Nemak S.A. De C.V.","Garcia, Nuevo Leon, CP","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Northwest Die Casting MX","Saltillo, Coahuila 25120,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","* Pace Industries, Chihuahua","Chihuahua 31109,","Company:Pace Industries, Chihuahua
Address:Alejandro Dumas #11326  
Complejo Industrial  
Chihuahua 31109   
MEXICO","52 614 442 1010","52 614 442 1099","samuel.estrada@paceind.com","www.paceind.com/casting_facilities/chihuahua","Number of Employees:101-500
Sales Volume:Over $40 Million
Type of Operation:Custom
Certification:ISO/TS 16949
Low Volume:False","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","* Pace Industries, Saltillo","Saltillo Coahuila 25230,","Company:Pace Industries, Saltillo
Address:Blvd Vito Alessio Robles # 2451  
Saltillo Coahuila 25230   
MEXICO","+011 52 (844) 438-7800","+011 52 (844) 438 7847","roberto.espana@paceind.com","www.paceind.com/casting-facilities/saltillo","Number of Employees:Over 500
Sales Volume:Over $40 Million
Type of Operation:Custom
Certification:ISO 9001:2008
Low Volume:False","Description:Die Casting and Machining - +/-0.00""",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Power Cast Group","Monterrey, Nuevo León","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","PRODDI","Mexico City CP,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Richalum SA De CV","Atizapan De Zaragoza,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Rish S.A. De C.V.","52000 Lerma De Villada,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Robert Bosch Toluca Plant","Toluca, Edomex 50070,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","* Ryobi Die Casting Mexico","Irapuato Guanajuato,","Company:Ryobi Die Casting Mexico
Address:Av Rio San Lorenzo No 2152  
Parque Industrial Castro Del Rio  
Irapuato Guanajuato 36810  
MEXICO","52-462-166-0000","52-462-166-0080","info@ryobi.com","ryobidiecasting.com","Number of Employees:Over 500
Sales Volume:Over $40 Million
Type of Operation:Custom
Certification:IATF 16949,ISO 14001,IATF16949
Low Volume:False","Description:Ryobi Die Casting Mexico is a tier one supplier to the automotive industry of large complex aluminum die castings for powertrain parts.",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","* Schlage De Mexico","Tecate, Baja California","Company:Schlage De Mexico
Address:Calle Los Olivos 698 Colonia Chavez  
Tecate, Baja California 21440  
MEXICO","+ 52 (81) 1001 6900","+ 52 (81) 1001 7001","omar.montano@allegion.com","www.Allegion.com","Number of Employees:101-500
Sales Volume:$10 - $20 Million
Type of Operation:Captive
Certification:ISO 14001,ISO 9001
Low Volume:True","Description:We are a expert industry in cosmetic parts by HPDC, we have more than 40 years of experience in our core manufacturing process.","Machining:Burnishing,CNC,Drilling,Reaming,Sanding,Tapping,Turning
Finishing:Assembly,Chromating,Deburring,Heat Treating,Plating,Polishing,Powder Coating"
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Sigma Electric Mexico","CD. Juarez,Chihuahua Z.C. 32470,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Soluciones Industriales Alfa De México, S.A. De C.V.","C.P. 55320, Del. Gustavo Amadero,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","TE Energy","Ciudad Juarez Chih 32470,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Tempel De Mexico","Apodaca Nuevo Leon 66600,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Thomas & Betts Monterrey S. De R.L. De C.V.","Gpe Nuevo Leon CP,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","Troqueles Y Matrices SA De CV","Garza Garcia, N.L.,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","Mexico","VAZLO SA DE CV","Fresnillo, Zacatecas 99056,","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","21st Century Die Casting LLC","Muncie, IN","","","","","","","",""
"https://www.diecasting.org/web/Directories/Find_a_Die_Caster/Web/Resources/Directories/CompanySearch.aspx","United States","2a USA, Inc.","Auburn, AL","","","","","","","",""
